; Pressure Measurement Judayta		
;DC_ID	 TIME	PRESSURE
J2447	42:00:00	0.41
J2447	42:10:00	0.31
J2447	42:20:00	0.42
J2447	42:30:00	0.26
J2447	42:40:00	0.31
J2447	42:50:00	0.15
J2447	43:00:00	0.22
J2447	43:10:00	0.16
J2447	43:20:00	0.03
J2447	43:30:00	0.15
J2447	43:40:00	0.06
J2447	43:50:00	0.09
J2447	44:00:00	0.42
J2447	44:10:00	2.25
J2447	44:20:00	7.82
J2447	44:30:00	20.16
J2447	44:40:00	32.71
J2447	44:50:00	39.11
J2447	45:00:00	38.36
J2447	45:10:00	22.31
J2447	45:20:00	19.09
J2447	45:30:00	18.1
J2447	45:40:00	16.53
J2447	45:50:00	15.22
J2447	46:00:00	14.63
J2447	46:10:00	14.27
J2447	46:20:00	15.31
J2447	46:30:00	15.1
J2447	46:40:00	13.84
J2447	46:50:00	13.2
J2447	47:00:00	12.87
J2447	47:10:00	12.08
J2447	47:20:00	11.82
J2447	47:30:00	11.82
J2447	47:40:00	12.87
J2447	47:50:00	13.86
J2447	48:00:00	17.85
J2447	48:10:00	25.48
J2447	48:20:00	25.28
J2447	48:30:00	25.05
J2447	48:40:00	24.05
J2447	48:50:00	25.22
J2447	49:00:00	26.7
J2447	49:10:00	27.61
J2447	49:20:00	7.36
J2447	49:30:00	5.85
J2447	49:40:00	5.01
J2447	49:50:00	7.08
J2447	50:00:00	6.86
J2447	50:10:00	7.08
J2447	50:20:00	7.18
J2447	50:30:00	7.08
J2447	50:40:00	4.92
J2447	50:50:00	4.53
J2447	51:00:00	4.97
J2447	51:10:00	7.6
J2447	51:20:00	7.38
J2447	51:30:00	7.6
J2447	51:40:00	7.8
J2447	51:50:00	7.84
J2447	52:00:00	8.07
J2447	52:10:00	8.18
J2447	52:20:00	8.42
J2447	52:30:00	8.38
J2447	52:40:00	8.42
J2447	52:50:00	8.11
J2447	53:00:00	8.18
J2447	53:10:00	8.07
J2447	53:20:00	8.59
J2447	53:30:00	8.42
J2447	53:40:00	8.42
J2447	53:50:00	8.49
J2447	54:00:00	8.65
J2447	54:10:00	8.23
J2447	54:20:00	8.38
J2447	54:30:00	8.91
J2447	54:40:00	9.18
J2447	54:50:00	9.65
J2447	55:00:00	10.08
J2447	55:10:00	10.23
J2447	55:20:00	10.81
J2447	55:30:00	10.95
J2447	55:40:00	11.6
J2447	55:50:00	11.97
J2447	56:00:00	12.07
J2447	56:10:00	12.25
J2447	56:20:00	12.56
J2447	56:30:00	12.56
J2447	56:40:00	12.81
J2447	56:50:00	13.12
J2447	57:00:00	13.5
J2447	57:10:00	13.82
J2447	57:20:00	14.61
J2447	57:30:00	15.35
J2447	57:40:00	15.98
J2447	57:50:00	17
J2447	58:00:00	18.05
J2447	58:10:00	19.43
J2447	58:20:00	20.76
J2447	58:30:00	22.25
J2447	58:40:00	23.15
J2447	58:50:00	24.58
J2447	59:00:00	11.3
J2447	59:10:00	0
J2447	59:20:00	0.31
